1,30,30,0
2,50,30,0
3,31,30,0
4,32,30,0
5,33,30,0
6,34,30,0
7,35,30,0
8,36,30,0
9,37,30,0
10,38,30,0
11,39,30,0
12,40,30,0
13,41,30,0
14,42,30,0
15,43,30,0
16,44,30,0
17,45,30,0
18,46,30,0
19,47,30,0
20,48,30,0
21,49,30,0
22,50,70,0
23,50,31,0
24,50,32,0
25,50,33,0
26,50,34,0
27,50,35,0
28,50,36,0
29,50,37,0
30,50,38,0
31,50,39,0
32,50,40,0
33,50,41,0
34,50,42,0
35,50,43,0
36,50,44,0
37,50,45,0
38,50,46,0
39,50,47,0
40,50,48,0
41,50,49,0
42,50,50,0
43,50,51,0
44,50,52,0
45,50,53,0
46,50,54,0
47,50,55,0
48,50,56,0
49,50,57,0
50,50,58,0
51,50,59,0
52,50,60,0
53,50,61,0
54,50,62,0
55,50,63,0
56,50,64,0
57,50,65,0
58,50,66,0
59,50,67,0
60,50,68,0
61,50,69,0
62,30,70,0
63,49,70,0
64,48,70,0
65,47,70,0
66,46,70,0
67,45,70,0
68,44,70,0
69,43,70,0
70,42,70,0
71,41,70,0
72,40,70,0
73,39,70,0
74,38,70,0
75,37,70,0
76,36,70,0
77,35,70,0
78,34,70,0
79,33,70,0
80,32,70,0
81,31,70,0
82,30,69,0
83,30,68,0
84,30,67,0
85,30,66,0
86,30,65,0
87,30,64,0
88,30,63,0
89,30,62,0
90,30,61,0
91,30,60,0
92,30,59,0
93,30,58,0
94,30,57,0
95,30,56,0
96,30,55,0
97,30,54,0
98,30,53,0
99,30,52,0
100,30,51,0
101,30,50,0
102,30,49,0
103,30,48,0
104,30,47,0
105,30,46,0
106,30,45,0
107,30,44,0
108,30,43,0
109,30,42,0
110,30,41,0
111,30,40,0
112,30,39,0
113,30,38,0
114,30,37,0
115,30,36,0
116,30,35,0
117,30,34,0
118,30,33,0
119,30,32,0
120,30,31,0
121,31,32,0
122,31,34,0
123,31,36,0
124,31,38,0
125,31,40,0
126,31,42,0
127,31,44,0
128,31,46,0
129,31,48,0
130,31,50,0
131,31,52,0
132,31,54,0
133,31,56,0
134,31,58,0
135,31,60,0
136,31,62,0
137,31,64,0
138,31,66,0
139,31,68,0
140,32,31,0
141,32,32,0
142,32,33,0
143,32,34,0
144,32,35,0
145,32,36,0
146,32,37,0
147,32,38,0
148,32,39,0
149,32,40,0
150,32,41,0
151,32,42,0
152,32,43,0
153,32,44,0
154,32,45,0
155,32,46,0
156,32,47,0
157,32,48,0
158,32,49,0
159,32,50,0
160,32,51,0
161,32,52,0
162,32,53,0
163,32,54,0
164,32,55,0
165,32,56,0
166,32,57,0
167,32,58,0
168,32,59,0
169,32,60,0
170,32,61,0
171,32,62,0
172,32,63,0
173,32,64,0
174,32,65,0
175,32,66,0
176,32,67,0
177,32,68,0
178,32,69,0
179,33,32,0
180,33,34,0
181,33,36,0
182,33,38,0
183,33,40,0
184,33,42,0
185,33,44,0
186,33,46,0
187,33,48,0
188,33,50,0
189,33,52,0
190,33,54,0
191,33,56,0
192,33,58,0
193,33,60,0
194,33,62,0
195,33,64,0
196,33,66,0
197,33,68,0
198,34,31,0
199,34,32,0
200,34,33,0
201,34,34,0
202,34,35,0
203,34,36,0
204,34,37,0
205,34,38,0
206,34,39,0
207,34,40,0
208,34,41,0
209,34,42,0
210,34,43,0
211,34,44,0
212,34,45,0
213,34,46,0
214,34,47,0
215,34,48,0
216,34,49,0
217,34,50,0
218,34,51,0
219,34,52,0
220,34,53,0
221,34,54,0
222,34,55,0
223,34,56,0
224,34,57,0
225,34,58,0
226,34,59,0
227,34,60,0
228,34,61,0
229,34,62,0
230,34,63,0
231,34,64,0
232,34,65,0
233,34,66,0
234,34,67,0
235,34,68,0
236,34,69,0
237,35,32,0
238,35,34,0
239,35,36,0
240,35,38,0
241,35,40,0
242,35,42,0
243,35,44,0
244,35,46,0
245,35,48,0
246,35,50,0
247,35,52,0
248,35,54,0
249,35,56,0
250,35,58,0
251,35,60,0
252,35,62,0
253,35,64,0
254,35,66,0
255,35,68,0
256,36,31,0
257,36,32,0
258,36,33,0
259,36,34,0
260,36,35,0
261,36,36,0
262,36,37,0
263,36,38,0
264,36,39,0
265,36,40,0
266,36,41,0
267,36,42,0
268,36,43,0
269,36,44,0
270,36,45,0
271,36,46,0
272,36,47,0
273,36,48,0
274,36,49,0
275,36,50,0
276,36,51,0
277,36,52,0
278,36,53,0
279,36,54,0
280,36,55,0
281,36,56,0
282,36,57,0
283,36,58,0
284,36,59,0
285,36,60,0
286,36,61,0
287,36,62,0
288,36,63,0
289,36,64,0
290,36,65,0
291,36,66,0
292,36,67,0
293,36,68,0
294,36,69,0
295,37,32,0
296,37,34,0
297,37,36,0
298,37,38,0
299,37,40,0
300,37,42,0
301,37,44,0
302,37,46,0
303,37,48,0
304,37,50,0
305,37,52,0
306,37,54,0
